Symbol,Series,Security Name,Band,Remarks
MOTHERSUMI,EQ,Motherson Sumi Systems Limited,20,-
MOTILALOFS,EQ,Motilal Oswal Financial Services Limited,20,-
MOTOGENFIN,EQ,The Motor & General Finance Limited,20,-
MPSLTD,EQ,MPS Limited,20,-
MRO-TEK,EQ,MRO-TEK Limited,20,-
MSPL,EQ,MSP Steel & Power Limited,20,-
MTEDUCARE,EQ,MT Educare Limited,20,-
MUKANDENGG,EQ,Mukand Engineers Limited,20,-
MUKANDLTD,EQ,Mukand Limited,20,-
MUKTAARTS,EQ,Mukta Arts Limited,20,-
MUNJALSHOW,EQ,Munjal Showa Limited,20,-
MURUDCERA,EQ,Murudeshwar Ceramics Limited,20,-
MUTHOOTFIN,EQ,Muthoot Finance Limited,20,-
MVLIND,EQ,MVL Industries Limited,20,-
MYSOREBANK,EQ,State Bank of Mysore,20,-
N100,EQ,Motilal Oswal Mutual Fund-Motilal Oswal MOSt Shares NASDAQ 100 ETF -GO,20,-
NAHARCAP,EQ,Nahar Capital and Financial Services Limited,20,-
NAHARINDUS,EQ,Nahar Industrial Enterprises Limited,20,-
NAHARPOLY,EQ,Nahar Poly Films Limited,20,-
NAHARSPING,EQ,Nahar Spinning Mills Limited,20,-
NANDANEXIM,EQ,Nandan Exim Limited,20,-
NATCOPHARM,EQ,Natco Pharma Limited,20,-
NATHSEED,EQ,Nath Seeds Limited,20,-
NATIONALUM,EQ,National Aluminium Company Limited,20,CNX PSE Index
NATNLSTEEL,EQ,National Steel And Agro Industries Limited,20,-
NAVINFLUOR,EQ,Navin Fluorine International Limited,20,-
NAVNETPUBL,EQ,Navneet Publications India Limited,20,-
NBCC,EQ,National Buildings Construction Corporation Limited,20,-
NBVENTURES,EQ,Nava Bharat Ventures Limited,20,-
NCOPPER,EQ,Nissan Copper Limited,20,-
NECLIFE,EQ,Nectar Lifesciences Limited,20,-
NELCAST,EQ,Nelcast Limited,20,-
NEPCMICON,EQ,NEPC India Limited,20,-
NESCO,EQ,Nesco Limited,20,-
NESTLEIND,EQ,Nestle India Limited,20,-
NET4,EQ,Net 4 India Limited,20,-
NETWORK18,EQ,Network18 Media & Investments Limited,20,-
NEXTMEDIA,EQ,Next Mediaworks Limited,20,-
NEYVELILIG,EQ,Neyveli Lignite Corporation Limited,20,-
NFL,EQ,National Fertilizers Limited,20,-
NIFTYBEES,EQ,Goldman Sachs Nifty Exchange Traded Scheme,20,-
NIITLTD,EQ,NIIT Limited,20,-
NIITTECH,EQ,NIIT Technologies Limited,20,-
NILKAMAL,EQ,Nilkamal Limited,20,-
NIPPOBATRY,EQ,Nippo Batteries Company Limited,20,-
NITCO,EQ,Nitco Limited,20,-
NITESHEST,EQ,Nitesh Estates Limited,20,-
NITINFIRE,EQ,Nitin Fire Protection Industries Limited,20,-
NITINSPIN,EQ,Nitin Spinners Limited,20,-
NOCIL,EQ,NOCIL Limited,20,-
NOIDATOLL,EQ,Noida Toll Bridge Company Limited,20,-
NORBTEAEXP,EQ,Norben Tea & Exports Limited,20,-
NORTHGATE,EQ,Northgate Technologies Limited,20,-
NRBBEARING,EQ,NRB Bearing Limited,20,-
NUCLEUS,EQ,Nucleus Software Exports Limited,20,-
OBEROIRLTY,EQ,Oberoi Realty Limited,20,-
OCL,EQ,OCL India Limited,20,-
OILCOUNTUB,EQ,Oil Country Tubular Limited,20,-
OISL,EQ,OCL Iron and Steel Limited,20,-
OMAXAUTO,EQ,Omax Autos Limited,20,-
OMAXE,EQ,Omaxe Limited,20,-
OMKARCHEM,EQ,Omkar Speciality Chemicals Limited,20,-
OMMETALS,EQ,OM Metals Infraprojects Limited,20,-
OMNITECH,EQ,Omnitech Infosolutions Limited,20,-
ONELIFECAP,EQ,Onelife Capital Advisors Limited,20,-
ONWARDTEC,EQ,Onward Technologies Limited,20,-
ORBITCORP,EQ,Orbit Corporation Limited,20,-
ORIENTABRA,EQ,Orient Abrasives Limited,20,-
ORIENTALTL,EQ,Oriental Trimex Limited,20,-
ORIENTBELL,EQ,Orient Bell Limited,20,-
ORIENTHOT,EQ,Oriental Hotels Limited,20,-
ORIENTLTD,EQ,Orient Press Limited,20,-
ORIENTPPR,EQ,Orient Paper & Industries Limited,20,-
ORISSAMINE,EQ,The Orissa Minerals Development Company Limited,20,-
OUDHSUG,EQ,The Oudh Sugar Mills Limited,20,-
PAEL,EQ,PAE Limited,20,-
PAGEIND,EQ,Page Industries Limited,20,-
PANACEABIO,EQ,Panacea Biotec Limited,20,-
PANAMAPET,EQ,Panama Petrochem Limited,20,-
PANORAMUNI,EQ,Panoramic Universal Limited,20,-
PAPERPROD,EQ,The Paper Products Limited,20,-
PARABDRUGS,EQ,Parabolic Drugs Limited,20,-
PARACABLES,EQ,Paramount Communications Limited,20,-
PARASPETRO,EQ,Paras Petrofils Limited,20,-
PARSVNATH,EQ,Parsvnath Developers Limited,20,-
PATINTLOG,EQ,Patel Integrated Logistics Limited,20,-
PATSPINLTD,EQ,Patspin India Limited,20,-
PDUMJEPULP,EQ,Pudumjee Pulp & Paper Mills Limited,20,-
PENIND,EQ,Pennar Industries Limited,20,-
PENINLAND,EQ,Peninsula Land Limited,20,-
PERSISTENT,EQ,Persistent Systems Limited,20,-
PETRONENGG,EQ,Petron Engineering Construction Limited,20,-
PFIZER,EQ,Pfizer Limited,20,-
PFOCUS,EQ,Prime Focus Limited,20,-
PFS,EQ,PTC India Financial Services Limited,20,-
PGHH,EQ,Procter & Gamble Hygiene and Health Care Limited,20,-
PHILIPCARB,EQ,Phillips Carbon Black Limited,20,-
PHOENIXLTD,EQ,The Phoenix Mills Limited,20,-
PIDILITIND,EQ,Pidilite Industries Limited,20,-
PIIND,EQ,PI Industries Limited,20,-
PIONDIST,EQ,Pioneer Distilleries Limited,20,-
PIONEEREMB,EQ,Pioneer Embroideries Limited,20,-
PIPAVAVDOC,EQ,Pipavav Defence and Offshore Engineering Company Limited,20,-
PIRGLASS,EQ,Piramal Glass Limited,20,-
PITTILAM,EQ,Pitti Laminations Limited,20,-
PLASTIBLEN,EQ,Plastiblends India Limited,20,-
PLETHICO,EQ,Plethico Pharmaceuticals Limited,20,-
PNBGILTS,EQ,PNB Gilts Limited,20,-
POCHIRAJU,EQ,Pochiraju Industries Limited,20,-
POLYMED,EQ,Poly Medicure Limited,20,-
POLYPLEX,EQ,Polyplex Corporation Limited,20,-
PONDYOXIDE,EQ,Pondy Oxides & Chemicals Limited,20,-
PONNIERODE,EQ,Ponni Sugars (Erode) Limited,20,-
PPAP,EQ,Precision Pipes And Profiles Company Limited,20,-
PRADIP,EQ,Pradip Overseas Limited,20,-
PRAKASHSTL,EQ,Prakash Steelage Limited,20,-
PRATIBHA,EQ,Pratibha Industries Limited,20,-
PRECOT,EQ,Precot Meridian Limited,20,-
PRECWIRE,EQ,Precision Wires India Limited,20,-
PREMIER,EQ,Premier Limited,20,-
PRESTIGE,EQ,Prestige Estates Projects Limited,20,-
PRETAILDVR,EQ,Pantaloon Retail (India) Limited,20,-
PRISMCEM,EQ,Prism Cement Limited,20,-
PROVOGE,EQ,Provogue (India) Limited,20,-
PSB,EQ,Punjab & Sind Bank,20,-
PSL,EQ,PSL Limited,20,-
PSUBNKBEES,EQ,Goldman Sachs PSU Bank Exchange Traded Scheme,20,-
PTL,EQ,PTL Enterprises Limited,20,-
PURVA,EQ,Puravankara Projects Limited,20,-
PVP,EQ,PVP Ventures Limited,20,-
PVR,EQ,PVR Limited,20,-
QGOLDHALF,EQ,Quantum Gold Fund -Exchange Traded Fund (ETF),20,-
QNIFTY,EQ,Quantum Index Fund -Exchange Traded Fund (ETF),20,-
RADAAN,EQ,Radaan Mediaworks India Limited,20,-
RADICO,EQ,Radico Khaitan Limited,20,-
RAINBOWPAP,EQ,Rainbow Papers Limited,20,-
RAINCOM,EQ,Rain Commodities Limited,20,-
RAJESHEXPO,EQ,Rajesh Exports Limited,20,-
RAJOIL,EQ,Raj Oil Mills Limited,20,-
RAJPALAYAM,EQ,Rajapalayam Mills Limited,20,-
RAJRAYON,EQ,Raj Rayon Industries Limited,20,-
RAJSREESUG,EQ,Rajshree Sugars & Chemicals Limited,20,-
RAJTV,EQ,Raj Television Network Limited,20,-
RAJVIR,EQ,Rajvir Industries Limited,20,-
RALLIS,EQ,Rallis India Limited,20,-
RAMCOIND,EQ,Ramco Industries Limited,20,-
RAMKY,EQ,Ramky Infrastructure Limited,20,-
RANEENGINE,EQ,Rane Engine Valve Limited,20,-
RANEHOLDIN,EQ,Rane Holdings Limited,20,-
RATNAMANI,EQ,Ratnamani Metals & Tubes Limited,20,-
RBL,EQ,Rane Brake Lining Limited,20,-
RBN,EQ,Reliance Broadcast Network Limited,20,-
RCF,EQ,Rashtriya Chemicals and Fertilizers Limited,20,-
REDINGTON,EQ,Redington (India) Limited,20,-
REIAGROLTD,EQ,Rei Agro Limited,20,-
REISIXTEN,EQ,REI Six Ten Retail Limited,20,-
RELAXO,EQ,Relaxo Footwears Limited,20,-
RELBANK,EQ,Reliance Mutual Fund -Banking Exchange Traded Fund (ETF),20,-
RELGOLD,EQ,Reliance Mutual Fund - Gold Exchange Traded Fund,20,-
RELGRNIFTY,EQ,Religare Mutual Fund - Religare Nifty Exchange Traded Fund,20,-
RELIGARE,EQ,Religare Enterprises Limited,20,-
RELIGAREGO,EQ,Religare Mutual Fund - Religare Gold Exchange Traded Fund,20,-
REPRO,EQ,Repro India Limited,20,-
RESPONIND,EQ,Responsive Industries Limited,20,-
REVATHI,EQ,Revathi Equipment Limited,20,-
RICOAUTO,EQ,Rico Auto Industries Limited,20,-
RIIL,EQ,Reliance Industrial Infrastructure Limited,20,-
RJL,EQ,Renaissance Jewellery Limited,20,-
RKFORGE,EQ,Ramkrishna Forgings Limited,20,-
RMCL,EQ,Radha Madhav Corporation Limited,20,-
RML,EQ,Rane (Madras) Limited,20,-
ROHITFERRO,EQ,Rohit Ferro-Tech Limited,20,-
ROHLTD,EQ,Royal Orchid Hotels Limited,20,-
RPGLIFE,EQ,RPG Life Sciences Limited,20,-
RPPINFRA,EQ,R.P.P. Infra Projects Limited,20,-
RSSOFTWARE,EQ,R. S. Software (India) Limited,20,-
RSWM,EQ,RSWM Limited,20,-
RUBYMILLS,EQ,The Ruby Mills Limited,20,-
RUCHIRA,EQ,Ruchira Papers Limited,20,-
RUPA,EQ,Rupa & Company Limited,20,-
RUSHIL,EQ,Rushil Decor Limited,20,-
SABTN,EQ,Sri Adhikari Brothers Television Network Limited,20,-
SADBHAV,EQ,Sadbhav Engineering Limited,20,-
SAGCEM,EQ,Sagar Cements Limited,20,-
SAHPETRO,EQ,Sah Petroleums Limited,20,-
SAKSOFT,EQ,Saksoft Limited,20,-
SAKUMA,EQ,Sakuma Exports Limited,20,-
SALORAINTL,EQ,Salora International Limited,20,-
SAMBANDAM,EQ,Sambandam Spinning Mills Limited,20,-
SANDESH,EQ,The Sandesh Limited,20,-
SANGAMIND,EQ,Sangam (India) Limited,20,-
SANGHVIFOR,EQ,Sanghvi Forging and Engineering Limited,20,-
SANGHVIMOV,EQ,Sanghvi Movers Limited,20,-
SARDAEN,EQ,Sarda Energy & Minerals Limited,20,-
SAREGAMA,EQ,Saregama India Limited,20,-
SARLAPOLY,EQ,Sarla Performance Fibers Limited,20,-
SASKEN,EQ,Sasken Communication Technologies Limited,20,-
SATHAISPAT,EQ,Sathavahana Ispat Limited,20,-
SATYAMCOMP,EQ,Satyam Computer Services Limited,20,-
SAVERA,EQ,Savera Industries Limited,20,-
SB&TINTL,EQ,SB&T International Limited,20,-
SBBJ,EQ,State Bank of Bikaner and Jaipur,20,-
SBIGETS,EQ,SBI Mutual Fund - SBI Gold Exchange Traded Scheme - Growth Option,20,-
SBT,EQ,State Bank of Travancore,20,-
SCHNEIDER,EQ,Schneider Electric Infrastructure Limited,20,-
SEAMECLTD,EQ,Seamec Limited,20,-
SEINV,EQ,S.E. Investments Limited,20,-
SELAN,EQ,Selan Exploration Technology Limited,20,-
SELMCL,EQ,SEL Manufacturing Company Limited,20,-
SESHAPAPER,EQ,Seshasayee Paper and Boards Limited,20,-
SGJHL,EQ,Shree Ganesh Jewellery House Limited,20,-
SHAKTIPUMP,EQ,Shakti Pumps (India) Limited,20,-
SHANTIGEAR,EQ,Shanthi Gears Limited,20,-
SHARIABEES,EQ,Goldman Sachs S&P CNX Nifty Shariah Index Exchange Traded Scheme,20,-
SHARONBIO,EQ,Sharon Bio-Medicine Limited,20,-
SHARRESLTD,EQ,Sharyans Resources Limited,20,-
SHILPAMED,EQ,Shilpa Medicare Limited,20,-
SHILPI,EQ,Shilpi Cable Technologies Limited,20,-
SHIVTEX,EQ,Shiva Texyarn Limited,20,-
SHIV-VANI,EQ,Shiv-Vani Oil & Gas Exploration Services Limited,20,-
SHLAKSHMI,EQ,Shri Lakshmi Cotsyn Limited,20,-
SHOPERSTOP,EQ,Shoppers Stop Limited,20,-
SHREEASHTA,EQ,Shree Ashtavinayak Cine Vision Limited,20,-
SHREECEM,EQ,Shree Cements Limited,20,-
SHREERAMA,EQ,Shree Rama Multi-Tech Limited,20,-
SHRENUJ,EQ,Shrenuj & Company Limited,20,-
SHRIRAMCIT,EQ,Shriram City Union Finance Limited,20,-
SHRIRAMEPC,EQ,Shriram EPC Limited,20,-
SHYAMTEL,EQ,Shyam Telecom Limited,20,-
SICAGEN,EQ,Sicagen India Limited,20,-
SICAL,EQ,Sical Logistics Limited,20,-
SILINV,EQ,SIL Investments Limited,20,-
SIMBHSUGAR,EQ,Simbhaoli Sugars Limited,20,-
SIMPLEX,EQ,Simplex Projects Limited,20,-
SIMPLEXINF,EQ,Simplex Infrastructures Limited,20,-
SIRPAPER,EQ,The Sirpur Paper Mills Limited,20,-
SITASHREE,EQ,Sita Shree Food Products Limited,20,-
SIYSIL,EQ,Siyaram Silk Mills Limited,20,-
SJVN,EQ,SJVN Limited,20,-
SKFINDIA,EQ,SKF India Limited,20,-
SKMEGGPROD,EQ,SKM Egg Products Export (India) Limited,20,-
SMLISUZU,EQ,SML Isuzu Limited,20,-
SMOBILITY,EQ,S Mobility Limited,20,-
SMSPHARMA,EQ,SMS Pharmaceuticals Limited,20,-
SOFTTECHGR,EQ,Software Technology Group International Limited,20,-
SOLARINDS,EQ,Solar Industries India Limited,20,-
SOMANYCERA,EQ,Somany Ceramics Limited,20,-
SONASTEER,EQ,Sona Koyo Steering Systems Limited,20,-
SONATSOFTW,EQ,Sonata Software Limited,20,-
SOTL,EQ,Savita Oil Technologies Limited,20,-
SPANCO,EQ,Spanco Limited,20,-
SPARC,EQ,Sun Pharma Advanced Research Company Limited,20,-
SPENTEX,EQ,Spentex Industries Limited,20,-
SRF,EQ,SRF Limited,20,-
SRGINFOTEC,EQ,SRG Infotec (India) Limited,20,-
SRHHLINDST,EQ,SRHHL Industries Limited,20,-
SRSLTD,EQ,SRS Limited,20,-
SSWL,EQ,Steel Strips Wheels Limited,20,-
STAN,DR,Standard Chartered PLC,20,-
STAR,EQ,Strides Arcolab Limited,20,-
STARPAPER,EQ,Star Paper Mills Limited,20,-
STERTOOLS,EQ,Sterling Tools Limited,20,-
SUDAR,EQ,Sudar Garments Limited,20,-
SUDARSCHEM,EQ,Sudarshan Chemical Industries Limited,20,-
SUJANAUNI,EQ,Sujana Universal Industries Limited,20,-
SUMEETINDS,EQ,Sumeet Industries Limited,20,-
SUMMITSEC,EQ,Summit Securities Limited,20,-
SUNCLAYTON,EQ,Sundaram Clayton Limited,20,-
SUNDARAM,EQ,Sundaram Multi Pap Limited,20,-
SUNDARMFIN,EQ,Sundaram Finance Limited,20,-
SUNDRMBRAK,EQ,Sundaram Brake Linings Limited,20,-
SUNDRMFAST,EQ,Sundram Fasteners Limited,20,-
SUNFLAG,EQ,Sunflag Iron And Steel Company Limited,20,-
SUNILHITEC,EQ,Sunil Hitech Engineers Limited,20,-
SUNTECK,EQ,Sunteck Realty Limited,20,-
SUPER,EQ,Super Sales India Limited,20,-
SUPERSPIN,EQ,Super Spinning Mills Limited,20,-
SUPPETRO,EQ,Supreme Petrochem Limited,20,-
SUPRAJIT,EQ,Suprajit Engineering Limited,20,-
SUPREMEIND,EQ,Supreme Industries Limited,20,-
SUPREMEINF,EQ,Supreme Infrastructure India Limited,20,-
SURAJDIAMN,EQ,Su-Raj Diamonds and Jewellery Limited,20,-
SURANACORP,EQ,Surana Corporation Limited,20,-
SURANAT&P,EQ,Surana Telecom and Power Limited,20,-
SURANAVEL,EQ,Surana Ventures Limited,20,-
SURYALAXMI,EQ,Suryalakshmi Cotton Mills Limited,20,-
SURYAROSNI,EQ,Surya Roshni Limited,20,-
SUTLEJTEX,EQ,Sutlej Textiles and Industries Limited,20,-
SUVEN,EQ,Suven Life Sciences Limited,20,-
SWARAJENG,EQ,Swaraj Engines Limited,20,-
SYMPHONY,EQ,Symphony Limited,20,-
SYNCOM,EQ,Syncom Healthcare Limited,20,-
TAJGVK,EQ,Taj GVK Hotels & Resorts Limited,20,-
TAKE,EQ,Take Solutions Limited,20,-
TALBROAUTO,EQ,Talbros Automotive Components Limited,20,-
TALWALKARS,EQ,Talwalkars Better Value Fitness Limited,20,-
TANFACIND,EQ,Tanfac Industries Limited,20,-
TANTIACONS,EQ,Tantia Constructions Limited,20,-
TARAPUR,EQ,Tarapur Transformers Limited,20,-
TATAELXSI,EQ,Tata Elxsi Limited,20,-
TATAINVEST,EQ,Tata Investment Corporation Limited,20,-
TATASPONGE,EQ,Tata Sponge Iron Limited,20,-
TCI,EQ,Transport Corporation of India Limited,20,-
TCIDEVELOP,EQ,TCI Developers Limited,20,-
TDPOWERSYS,EQ,TD Power Systems Limited,20,-
TECHNO,EQ,Techno Electric & Engineering Company Limited,20,-
TECHNOFAB,EQ,Technofab Engineering Limited,20,-
TECPRO,EQ,Tecpro Systems Limited,20,-
TEXINFRA,EQ,Texmaco Infrastructure & Holdings Limited,20,-
TEXMOPIPES,EQ,Texmo Pipes and Products Limited,20,-
TEXRAIL,EQ,Texmaco Rail & Engineering Limited,20,-
TFCILTD,EQ,Tourism Finance Corporation of India Limited,20,-
THANGAMAYL,EQ,Thangamayil Jewellery Limited,20,-
THEMISMED,EQ,Themis Medicare Limited,20,-
THERMAX,EQ,Thermax Limited,20,-
THINKSOFT,EQ,Thinksoft Global Services Limited,20,-
THIRUSUGAR,EQ,Thiru Arooran Sugars Limited,20,-
THOMASCOOK,EQ,Thomas Cook (India) Limited,20,-
THOMASCOTT,EQ,Thomas Scott (India) Limited,20,-
TI,EQ,Tilaknagar Industries Limited,20,-
TIDEWATER,EQ,Tide Water Oil Company (India) Limited,20,-
TIIL,EQ,Technocraft Industries (India) Limited,20,-
TIL,EQ,TIL Limited,20,-
TIMETECHNO,EQ,Time Technoplast Limited,20,-
TIMKEN,EQ,Timken India Limited,20,-
TINPLATE,EQ,The Tinplate Company of India Limited,20,-
TIPSINDLTD,EQ,TIPS Industries Limited,20,-
TIRUMALCHM,EQ,Thirumalai Chemicals Limited,20,-
TNPETRO,EQ,Tamilnadu PetroProducts Limited,20,-
TNPL,EQ,Tamil Nadu Newsprint & Papers Limited,20,-
TODAYS,EQ,Todays Writing Instruments Limited,20,-
TORNTPHARM,EQ,Torrent Pharmaceuticals Limited,20,-
TORNTPOWER,EQ,Torrent Power Limited,20,-
TREEHOUSE,EQ,Tree House Education & Accessories Limited,20,-
TRENT,EQ,Trent Limited,20,-
TRF,EQ,TRF Limited,20,-
TRICOM,EQ,Tricom India Limited,20,-
TRIDENT,EQ,Trident Limited,20,-
TRIGYN,EQ,Trigyn Technologies Limited,20,-
TRIL,EQ,Transformers And Rectifiers (India) Limited,20,-
TRITURBINE,EQ,Triveni Turbine Limited,20,-
TRIVENI,EQ,Triveni Engineering & Industries Limited,20,-
TTKHEALTH,EQ,TTK Healthcare Limited,20,-
TTL,EQ,T T Limited,20,-
TUBEINVEST,EQ,Tube Investments of India Limited,20,-
TULSI,EQ,Tulsi Extrusions Limited,20,-
TULSYAN,EQ,Tulsyan Nec Limited,20,-
TV18BRDCST,EQ,TV18 Broadcast Limited,20,-
TVSELECT,EQ,TVS Electronics Limited,20,-
TVSSRICHAK,EQ,TVS Srichakra Limited,20,-
TVTODAY,EQ,TV Today Network Limited,20,-
TWL,EQ,Titagarh Wagons Limited,20,-
UBENGG,EQ,UB Engineering Limited,20,-
UBL,EQ,United Breweries Limited,20,-
UCALFUEL,EQ,Ucal Fuel Systems Limited,20,-
UFLEX,EQ,UFLEX Limited,20,-
UGARSUGAR,EQ,The Ugar Sugar Works Limited,20,-
UNICHEMLAB,EQ,Unichem Laboratories Limited,20,-
UNIENTER,EQ,Uniphos Enterprises Limited,20,-
UNITEDBNK,EQ,United Bank of India,20,-
UPERGANGES,EQ,Upper Ganges Sugar & Industries Limited,20,-
USHAMART,EQ,Usha Martin Limited,20,-
UTTAMSTL,EQ,Uttam Galva Steels Limited,20,-
VADILALIND,EQ,Vadilal Industries Limited,20,-
VAIBHAVGEM,EQ,Vaibhav Gems Limited,20,-
VAKRANSOFT,EQ,Vakrangee Softwares Limited,20,-
VALECHAENG,EQ,Valecha Engineering Limited,20,-
VALUEIND,EQ,Value Industries Limited,20,-
VARDHACRLC,EQ,Vardhman Acrylics Limited,20,-
VARDMNPOLY,EQ,Vardhman Polytex Limited,20,-
VARUNSHIP,EQ,Varun Shipping Company Limited,20,-
VASCONEQ,EQ,Vascon Engineers Limited,20,-
VENKEYS,EQ,Venky\'s (India) Limited,20,-
VENUSREM,EQ,Venus Remedies Limited,20,-
VESUVIUS,EQ,Vesuvius India Limited,20,-
VGUARD,EQ,V-Guard Industries Limited,20,-
VHL,EQ,Vardhman Holdings Limited,20,-
VIMTALABS,EQ,Vimta Labs Limited,20,-
VINATIORGA,EQ,Vinati Organics Limited,20,-
VINDHYATEL,EQ,Vindhya Telelinks Limited,20,-
VINYLINDIA,EQ,Vinyl Chemicals (India) Limited,20,-
VIPUL,EQ,Vipul Limited,20,-
VISAKAIND,EQ,Visaka Industries Limited,20,-
VISASTEEL,EQ,Visa Steel Limited,20,-
VISUINTL,EQ,Visu International Limited,20,-
VIVIMEDLAB,EQ,Vivimed Labs Limited,20,-
VOLTAMP,EQ,Voltamp Transformers Limited,20,-
VSTIND,EQ,VST Industries Limited,20,-
VSTTILLERS,EQ,V.S.T Tillers Tractors Limited,20,-
VTL,EQ,Vardhman Textiles Limited,20,-
VTXIND,EQ,VTX Industries Limited,20,-
WABAG,EQ,VA Tech Wabag Limited,20,-
WABCOINDIA,EQ,WABCO India Limited,20,-
WALCHANNAG,EQ,Walchandnagar Industries Limited,20,-
WENDT,EQ,Wendt (India) Limited,20,-
WHIRLPOOL,EQ,Whirlpool of India Limited,20,-
WILLAMAGOR,EQ,Williamson Magor & Company Limited,20,-
WINDMACHIN,EQ,Windsor Machines Limited,20,-
WOCKPHARMA,EQ,Wockhardt Limited,20,-
WSTCSTPAPR,EQ,West Coast Paper Mills Limited,20,-
WYETH,EQ,Wyeth Limited,20,-
XPROINDIA,EQ,Xpro India Limited,20,-
ZANDUREALT,EQ,Zandu Realty Limited,20,-
ZEENEWS,EQ,Zee News Limited,20,-
ZENITHBIR,EQ,Zenith Birla (India) Limited,20,-
ZENITHCOMP,EQ,Zenith Computers Limited,20,-
ZENITHINFO,EQ,Zenith Infotech Limited,20,-
ZENSARTECH,EQ,Zensar Technologies Limited,20,-
ZICOM,EQ,Zicom Electronic Security Systems Limited,20,-
ZODIACLOTH,EQ,Zodiac Clothing Company Limited,20,-
ZUARIAGRO,EQ,Zuari Industries Limited,20,-
ZYDUSWELL,EQ,Zydus Wellness Limited,20,-
ZYLOG,EQ,Zylog Systems Limited,20,-
ABAN,EQ,Aban Offshore Limited,No Band,Derivative Product
ABB,EQ,ABB Limited,No Band,Derivative Product/CNX Infrastructure Index/Nifty MIDCAP 50
ABGSHIP,EQ,ABG Shipyard Limited,No Band,Derivative Product
ABIRLANUVO,EQ,Aditya Birla Nuvo Limited,No Band,Derivative Product/Nifty Midcap 50
ACC,EQ,ACC Limited,No Band,Derivative Product/Nifty
ADANIENT,EQ,Adani Enterprises Limited,No Band,Derivative Product
ADANIPORTS,EQ,Adani Ports and Special Economic Zone Limited,No Band,Derivative Product/CNX Infrastructure Index
ADANIPOWER,EQ,Adani Power Limited,No Band,Derivative Product/Nifty Midcap 50/CNX Infrastructure Index
ALBK,EQ,Allahabad Bank,No Band,Derivative Product/Nifty Midcap 50
ALOKTEXT,EQ,Alok Industries Limited,No Band,Derivative product
AMBUJACEM,EQ,Ambuja Cements Limited,No Band,Derivative Product/Nifty
ANDHRABANK,EQ,Andhra Bank,No Band,Derivative Product/Nifty Midcap 50
APIL,EQ,Alstom Projects India Limited,No Band,Derivative Product/Nifty Midcap 50
APOLLOTYRE,EQ,Apollo Tyres Limited,No Band,Derivative Product
ARVIND,EQ,Arvind Limited,No Band,Derivative Product
ASHOKLEY,EQ,Ashok Leyland Limited,No Band,Derivative Product/Nifty Midcap 50
ASIANPAINT,EQ,Asian Paints Limited,No Band,Derivative Product/S&P CNX Nifty
AUROPHARMA,EQ,Aurobindo Pharma Limited,No Band,Derivative Product/Nifty Midcap 50
AXISBANK,EQ,Axis Bank Limited,No Band,Derivative Product/Bank Nifty/Nifty
BAJAJ-AUTO,EQ,Bajaj Auto Limited,No Band,Derivative Product/Nifty
BAJAJHIND,EQ,Bajaj Hindusthan Limited,No Band,Derivative Product
BAJAJHLDNG,EQ,Bajaj Holdings & Investment Limited,No Band,Derivative product/Nifty MIDCAP 50
BALRAMCHIN,EQ,Balrampur Chini Mills Limited,No Band,Derivative Product
BANKBARODA,EQ,Bank of Baroda,No Band,Derivative Product/Bank Nifty/S&P CNX Nifty
BANKINDIA,EQ,Bank of India,No Band,Derivative Product/Bank Nifty
BATAINDIA,EQ,Bata India Limited,No Band,Derivative product
BEL,EQ,Bharat Electronics Limited,No Band,Derivative Product/CNX PSE Index/Nifty MIDCAP 50
BEML,EQ,BEML Limited,No Band,Derivative Product/Nifty Midcap 50
BFUTILITIE,EQ,BF Utilities Limited,No Band,Derivative Product
BGRENERGY,EQ,BGR Energy Systems Limited,No Band,Derivative Product
BHARATFORG,EQ,Bharat Forge Limited,No Band,Derivative Product/Nifty Midcap 50
BHARTIARTL,EQ,Bharti Airtel Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index
BHEL,EQ,Bharat Heavy Electricals Limited,No Band,Derivative Product/Nifty/CNX Infrastructure Index/CNX PSE Index
BHUSANSTL,EQ,Bhushan Steel Limited,No Band,Derivative Product
BIOCON,EQ,Biocon Limited,No Band,Derivative Product
BOMDYEING,EQ,Bombay Dyeing & Mfg Company Limited,No Band,Derivative product
BOSCHLTD,EQ,Bosch Limited,No Band,Derivative Product
BPCL,EQ,Bharat Petroleum Corporation Limited,No Band,Derivative Product/Nifty/CNX PSE Index
BRFL,EQ,Bombay Rayon Fashions Limited,No Band,Derivative Product
CAIRN,EQ,Cairn India Limited,No Band,Derivative Product/Nifty
CANBK,EQ,Canara Bank,No Band,Derivative Product/Bank Nifty
CENTRALBK,EQ,Central Bank of India,No Band,Derivative product
CENTURYTEX,EQ,Century Textiles & Industries Limited,No Band,Derivative Product
CESC,EQ,CESC Limited,No Band,Derivative Product/Nifty Midcap 50
CHAMBLFERT,EQ,Chambal Fertilizers & Chemicals Limited,No Band,Derivative Product
CIPLA,EQ,Cipla Limited,No Band,Derivative Product/Nifty
CMC,EQ,CMC Limited,No Band,CNX - IT
COALINDIA,EQ,Coal India Limited,No Band,Derivative product/Nifty/CNX PSE Index
COLPAL,EQ,Colgate Palmolive (India) Limited,No Band,Derivative Product
COREEDUTEC,EQ,CORE Education & Technologies Limited,No Band,CNX - IT/Derivative Product
